author,title,url,tags,categories,date,contents,topic
Alexander Wong,Digi counters Maxis with their own East Malaysian plan,http://www.soyacincau.com/2016/03/18/digi-postpaid-rm68-5gb-east-malaysia-plan/,"Digi new postpaid,DiGi Postpaid,Digi RM68 plan,Digi RM68 postpaid,East Malaysia,Postpaid,sabah,sarawak","DiGi,Players on the Field,Promotions",2016-03-18,"A week ago, Maxis had quietly released a   that offers 5GB of data with unlimited calls and SMS for RM68/month. Many had gotten riled up as the plan was offered exclusively to those in Sabah, Sarawak and Labuan.  According to  , Digi has just rolled out a similar plan which competes directly with Maxis. The folks on the east side are really getting spoilt for choice now.  Simply called as the New Digi Postpaid 68 promo, this RM68/month postpaid is exclusive to East Malaysian customers for a limited time only. It also packs 5GB of data like the MaxisONE Plan as well as unlimited calls to all networks. SMS is unlimited but it is only for 3 of your favourite contacts. On top of that, you also get internet rollover to carry forward unused internet to the following month. As an added bonus, there’s also 1 year free iflix subscription worth RM96 plus Capture Cloud storage of 30GB.  As a comparison, Digi’s current   offers 6GB of internet with 150 minutes of calls and SMS. Alternatively, you can go for their unlimited calls and text option but it comes with 3GB of data. So if you don’t really make more calls, the   RM68 for 6GB data offer is probably better but at least, you get a peace of mind of having unlimited calls with this East Malaysia exclusive promo.  There’s no info on Digi’s website yet but we reckon you can find out more at your local dealer in East Malaysia. Thanks   for the tip!",7
Rory Lee,Unlimited Internet connectivity when travelling internationally from RM15 a day,http://www.soyacincau.com/2016/03/18/unlimited-internet-connectivity-when-travelling-internationally-from-rm15-a-day/,"international internet plan,International Roaming,Internet Plan,Travel Recommends,Travel Recommends wireless router",Players on the Field,2016-03-18,"There are a lot of people who love to travel. Seeing the world in all its glory is an amazing experience, but in the modern technological world that we live in, we need to stay connected and it’s often hard to do that when you’re in a foreign country. Sure, you could roam, but that’ll blow up your phone bill. You could get a local SIM, but can be challenging in certain countries. Or, to keep things simple, you can rent a portable wireless router from Travel Recommends with one of their packages and enjoy unlimited internet connectivity abroad. Travel Recommends has multiple packages covering several countries in Asia, Europe and even the States. From as low as RM15 a day, you can rent a wireless router unit from them for the duration of your trip. Compared to a roaming packing like the   plan, this “Internet rental” is considerably cheaper and covers many more countries. With the MaxisONE World, you would have to pay RM38/day for 500MB of high-speed internet and it will tap into your local quota once you’ve finished the 500MB. If you’ve finished both local and the allocated 500MB quota, your speeds will be throttled. But, the upside is you get unlimited calls and SMS. However, you would have to be a MaxisONE postpaid plan subscriber to take advantage of that plan. With Travel Recommend’s plan, you get unlimited Internet connectivity when travelling. Yep, we checked with Travel Recommends and they told us that it is “truly unlimited”. They didn’t mention what kind of speeds you’ll be getting, though. Simply visit their   at least 5 days before departure, fill in the required fields and choose whether you want to collect/return the unit yourself at KLIA or have a courier deliver it to you within Malaysia. After that, simply make the payment plus an RM200 deposit via bank transfer and you’re good to go. If you’re planning to travel to more than one country during your trip, Travel Recommends also provides package deals that supports coverage in China, Hong Kong, and Macau, as well as an Asia (Singapore, China, Hong Kong, Japan, South Korea, Taiwan) package. Here is a full list of the countries they support and the rates they charge per day: 
 For more information, head on over to their   or drop them an email at hello@travelrecommends.com. Alternatively, you can send a WhatsApp message to 010-394 6177 or call 03-2630 8313.",2
Rory Lee,OPPO R9 and R9 Plus — the real selfie expert,http://www.soyacincau.com/2016/03/18/oppo-r9-and-r9-plus-the-real-selfie-expert/,"Android,Malaysia,Oppo,OPPO R9,OPPO R9 Malaysia,OPPO R9 official,OPPO R9 Plus,OPPO R9 Plus Malaysia,OPPO R9 Plus official,oppo smartphone,smartphone","Android,Mobile Devices,Mobile OS,Oppo",2016-03-18,"By now I’m sure many of you have heard this incredibly catchy (and sometimes annoying)   from OPPO. As often as it gets stuck in your head, it does highlight one important thing — we’re taking more selfies today than we ever have in the past. If you’re a smartphone maker, you’d definitely want to cash in on this — many are — and while OPPO’s recent attempt at a “selfie expert” fell  , their new duo looks much more promising. Kicking things off, the newly announced   and   have front facing cameras that are designed to give you 16 megapixels of selfie goodness. In sheer megapixel count alone, they’re double nearly every other smartphone selfie camera out there. But we all know megapixels aren’t everything and thankfully the R9 duo also packs a fast f/2.0 lens to allow as much light as possible to hit that sensor. They’ve also got OPPO’s improved beautification plus selfie panorama modes which should go down well with selfie enthusiasts. Beyond that, the R9 is a pretty standard midrange device. It’s got all the usual suspects in a mid-level OPPO device with a 5.5-inch full HD AMOLED panel sitting on top of a 2GHz MediaTek Helio P10 processor mated to 4GB of RAM. Keeping everything running is a 2,850 mAh battery. Since it’s a camera-centric device, it does pack more internal storage as users can get 64GB of expandable internal storage (via microSD up to 128GB). But it becomes pretty obvious which camera you’re supposed to be using when the “primary” rear-facing shooter is only a 13MP sensor with PDAF and an f/2.2 5-element lens. With the name being the biggest hint, the R9 Plus has a larger 6-inch full HD AMOLED panel on the front. Despite the larger screen, the device does have slightly wider bezels (1.76mm versus the R9’s 1.66mm) but it still has a better screen-to-body ratio of 79.3% (versus the R9’s 77.7%). Inside, OPPO has also upped the specifications to a Snapdragon 652 octa-core processor with 4GB of RAM and 64GB (128GB version to follow) of expandable internal storage. The primary camera unit does make a little more sense here as the R9 Plus packs a 16MP Sony IMX298 sensor with PDAF and an f/2.0 lens. It has a larger 4,120 mAh battery which should give it pretty decent battery life. Design wise, the devices have a pretty sexy look with the near bezel-less screen and thin profile accentuated by nice round edges for better grip. OPPO have also abandoned the rear-facing fingerprint scanner, choosing instead to mount it on the front of the device below the display. While that does make it easier to unlock when it’s on the table, I’m still more of a rear-mounted fingerprint sensor kind of guy. The most unfortunate thing is that the Chinese company’s super-fast Super VOOC flash charge doesn’t make an appearance on the R9 duo. You’ll just have to “settle” for regular VOOC (70% charge in 30 mins), I guess. They do come in two colours though — gold and rose gold. Another bummer is that both smartphones come with colorOS 3.0 that is still built on top of Android 5.1.1 Lollipop (Android N previews are out, OPPO, c’mon) but we certainly hope it gets updated when it leaves China. Unfortunately, there is no information on global availability, but it will hit shelves in China on 12 April with the regular R9 being priced at CNY2,799 (around RM1,755) while the bigger R9 Plus will cost CNY3,299 (around RM2,068). According to OPPO Malaysia, it will be   on our shores sometime next month.",6
Cheryl Bates,Huawei president spotted with a dual-camera phone that looks like the Huawei P9,http://www.soyacincau.com/2016/03/21/huawei-president-spotted-with-a-dual-camera-phone-that-looks-like-the-huawei-p9/,"Android,huawei,Huawei P9,huawei p9 dual camera,Huawei P9 Lite,Huawei P9 Max,Huawei P9 Special Enhanced Edition,Kirin 950 SoC,Kirin 955,leaked images,mobile phone,rumour mill","Android,huawei,Mobile Devices,Mobile OS,Rumour Mill",2016-03-21,"Some months back it was leaked that the Huawei P9 would   and now what looks like the   has been spotted in the hands of the brand’s president in some photographs. Every leak so far has pointed towards those two lenses on the back, and it even has the very same fingerprint scanner we’ve seen time and time again. In terms of specs, we’re expecting  , going by the Huawei P9 Lite, Huawei P9, Huawei P9 Special Enhanced Edition and finally the Huawei P9 Max. The Huawei P9 Lite will have a 5 inch display with a Snapdragon 650 SOC, 2GB RAM and 16GB storage. The Huawei P9 on the other hand will have a 5.2 inch screen with a 3GB RAM and 32GB Storage Kirin 950 SoC. The Huawei P9 Special Enhanced Edition will have a Kirin 955 chip mate to 4GB RAM and 64GB storage. Last but not least the Huawei P9 Max will have a gigantic 6.8 inch screen as well as 4GB RAM and 64/128GB storage run by a Kirin 955 chipset. That’s all we know about the phones so far, but with   just a few weeks away, we’ll find out soon enough.",6
Rory Lee,Maxis offers RM200 rebate if you pick up the Galaxy S7 edge via Zerolution,http://www.soyacincau.com/2016/03/18/maxis-offers-rm200-rebate-if-you-pick-up-the-galaxy-s7-edge-via-zerolution/,"Android,Galaxy S7 edge Maxis zerolution,Maxis,Maxis Zerolution,Samsung,Samsung Galaxy S7 edge,Samsung Galaxy S7 edge maxis,smartphone,Zerolution,Zerolution Galaxy S7 edge discount,Zerolution rebate","Android,Maxis,Mobile Devices,Mobile OS,Players on the Field,Promotions,Samsung",2016-03-18,"In conjunction with the Samsung Galaxy S7 edge going on sale today, Maxis has revealed a promo for those intending to pick up the new flagship device via Maxis’ Zerolution plan. The telco is knocking RM200 off the top of the smartphone’s RM3,099 price tag if you are among the first 1,000 customers to sign up for this offer at any Maxis Centre or Maxis Exclusive Partner. But there’s a catch. This promotion is only applicable to those subscribing to the MaxisONE Plan 158 and above. You can still purchase the device on the MaxisONE Plan 98 and 128 but you won’t be eligible for this offer. What’s more, you will only be informed if you’re one of the 1,000 eligible customers for the rebate after 14 working days (that’s nearly three weeks) from the date of purchase. That means, if you’re not one of the first thousand, you will simply have to pay the full price like everyone else. Finally, the rebate isn’t knocked off immediately, its rebated into your bill over four months (RM50x4) and will begin during the second month after you receive the confirmation that you’re eligible. If you are interested in picking up the phone with Maxis, it can be yours for RM114/month (excluding GST) over a two-year period. If you want to upgrade to a new device, you will need to top up an upgrade fee of RM30/month. Since you need to keep the device in good order when you return it, Maxis are also offering an RM23/month device protection program which you can opt into — bringing it to a total of RM167/month excluding your postpaid plan.",7
Alexander Wong,Yes now offers 16GB of internet for only RM88/month,http://www.soyacincau.com/2016/03/19/yes-huddle-xs-16gb-rm88-promo/,"4g,Broadband,Huddle XS,mifi,WiMAX,Yes,Yes 16GB Promo,yes 4g,Yes 4G Wimax,Yes hotspot,Yes Huddle XS,yes malaysia,Yes Mifi,Yes Super 88 Postpaid","Players on the Field,Yes",2016-03-19,"Yes’   just got a lot better. Following its CNY promo that offered 11GB data for RM88/month, the WiMAX operator has introduced a new promo offering 16GB of data at the same price. That’s 5GB more than last month’s promo and it is 10.5GB more than the original 5.5GB quota on Super88 postpaid plan.  Just like the previous promo, the Huddle XS MiFi device worth RM480 is bundled free with a 12-month contract. There’s no upfront fee for the device but you’re required to fork out RM100 for registration fee plus RM88 as a one-month advance payment.  Unlike other 4G operators, Yes runs on WiMAX instead of LTE. In terms of speed, it can go as high as 20Mbps, with an average of up to 4Mbps on best effort basis. Upon depleting your 16GB quota, you may still continue to surf but at a slower 128kbps. As for the Mifi, the Huddle XS is a compact 4G hotspot that connects up to 5 devices. On a full charge, it can last up to 6 hours and it weighs just 56g.  This 16GB quota is only applicable to new customers that register between 17 March until 30 April 2016. So if you’ve signed up during the CNY promo, you will maintain the same 11GB quota.",7
Alexander Wong,DxOMark ranks Samsung Galaxy S7 edge the best camera on a smartphone,http://www.soyacincau.com/2016/03/19/samsung-galaxy-s7-edge-best-camera-smartphone-dxomark/,"Android,camera,DxOMark,DxOMark Mobile,Galaxy S7 edge,Samsung,Samsung Galaxy S7,Samsung Galaxy S7 edge,Samsung Galaxy S7 edge camera,smartphone camera","Android,Mobile Devices,Mobile OS,Samsung",2016-03-19,"Smartphone cameras are getting better in each iteration and the latest   continues to raise the bar higher. Although it was downsized from 16MP to 12MP, the new Galaxy gets a brighter f/1.7 lens, larger pixels and faster focus thanks to its new Dual-Pixel sensor.  DxOMark, the camera benchmark authority has just named the Galaxy S7 edge as the new smartphone champion with an overall score of 88. This knocks out the Xperia Z5, which they previously crowned as the   on a smartphone. In the photo category, it shares the same spot alongside the Galaxy S6 edge and the Xperia Z5 at 88 points. According to DxOMark, the Galaxy S7 edge offers excellent exposure with good dynamic range for both indoor and outdoor shots. Autofocus is one of the S7 biggest traits with fast response and accuracy in bright and low light situations. White balance is said to be accurate without flash but it is noticeably warmer when paired with a tungsten light source.  The video category is where the S7 edge overtakes the Xperia Z5 at 88 points. Video recordings offer good exposure, strong colours and great details. Stabilisation was handled well for minor handheld or walking motion. Of course, video stabilisation on the S7 edge is still no match for Sony’s SteadyShot with Intelligent active mode.  We’ve done a quick camera comparison during MWC 2016 and you can see   against the Galaxy S6 edge+, Xperia Z5, Nexus 6P and iPhone 6s Plus. Below is DxoMark Mobile’s current ranking. What do you think?  In case you missed it, do check out our  .",4
Rory Lee,"Windows 10 Mobile rolls out to old devices, but is it too late?",http://www.soyacincau.com/2016/03/18/windows-10-mobile-rolls-out-to-old-devices-but-is-it-too-late/,"Lumia update,Malaysia,microsoft,Microsoft Lumia,Nokia Lumia,smartphone,Update,Windows 10,Windows 10 Mobile,windows phone,windows phone 10,Windows Phone 8.1","Android,Mobile Devices,Mobile OS,Windows 10,Windows Phone",2016-03-18,"After many hiccups, Microsoft has begun rolling out   updates to older Lumia devices running Windows 8.1. It’s been a long wait, but no doubt Windows fans will rejoice. Software updates are great, but looking at the downward spiral that Windows Phone is heading into, one really has to wonder if it’s too little too late. Following the announcement of the rollout, Microsoft released a list of supported devices, and while there are more than initially expected, it’s still a fairly limited affair — for instance, my   isn’t on the list. Here are a   of devices that can be upgraded to Windows 10 Mobile 10586.164: According to their blog post, Microsoft stated that only these devices were chosen because Windows 10 delivers “significant new innovations” that if applied to older devices might “impact customer experience”. They then continued to say that with this crop of devices, they are confident that they can continue to deliver a good customer experience. Well, good customer experience or not, that remains to be seen, but from what we could tell based on our  , it’s a tough promise to make. Updates are usually fun and if you find your device on that list, you can download the   app from the Windows Store to check if Windows 10 Mobile is available for your device (if you haven’t already received it OTA). Keep in mind that even if your device is on the list, you may not get this update today as there are other variances to account for. Stuff like your region, mobile operator or service provider among other things may factor into a delay on the update. Windows Phone as a platform has faced many problems. Poised to be an OS that should have shaken up the Android-iOS hegemony, it simply tripped over itself before it could even stand with the big boys. Recent news seems to make matters even worse for Microsoft’s operating system as one of the key selling points of the platform, their maps and navigation service HERE Maps, is   for the Windows platform. That’s like if Google Maps left the Android platform. What’s more HERE aren’t the only people stopping support for Windows Phone, even WhatsApp are   their supported devices by killing off support for Windows Phone 7.1. Things aren’t looking that good and we can’t honestly say that  .",4
Alexander Wong,Uber starts accepting cash payments in Johor Bahru,http://www.soyacincau.com/2016/03/19/uber-cash-payments-johor-bahru-malaysia/,"Cash Payment,Johor Bahru,Uber,Uber Cash payment,Uber JB,Uber Malaysia,Uber Malaysia cash payment",Mobile Apps,2016-03-19,", the popular ride-sharing service on demand is testing out cash payments in Johor Bahru. Before this, Uber was running as a cashless service with your rides charged automatically thru credit or debit card. Is this a good move? The beauty of Uber is the ease of getting on and off a ride. There’s no need to worry about small change so you can get from point A to B hassle free.  Prior to this, Uber has started   at selected markets where card payments have limited reach. According to them, there are many potential customers that couldn’t experience Uber as they lack any form of electronic payment. To make clean and safe rides more accessible, they are experimenting cash as an option. This is similar to  , which initially accepts only cash and eventually they have started accept card payments.  Johor Bahru is picked as the first city to roll out cash payments for Uber rides in Malaysia. If this is successful, they could introduce this to other cities in the country. Personally, I feel that automated card payments are the way to go. Not only it provides a seamless experience, but it is also more time efficient as the drivers would not need to make longer stops to look for change.  Furthermore, you won’t want to get into the same taxi experience where the driver runs out of change for your freshly ATM-withdrawn RM100 note. For drivers, this could also pose a risk for carrying more cash at hand and possibly being caught by SPAD or taxi drivers. In terms of electronic payment accessibility, most ATM cards issued by local banks are already debit cards carrying either Mastercard or VISA. The new payment feature is rolling out in stages and customers in JB should be getting the cash option gradually in the coming weeks. To pay by cash, make sure CASH is selected before you request for a ride. When the trip ends, just pay for the amount that’s displayed in the app. Is accepting cash a good move or would you prefer Uber to stay as a cashless system? In case you missed it, find out if Uber can replace car ownership in our  .",0
Alexander Wong,The Galaxy S7 edge is also available from U Mobile,http://www.soyacincau.com/2016/03/16/u-mobile-samsung-galaxy-s7-edge-malaysia/,"Android,Samsung,Samsung Galaxy S7,Samsung Galaxy S7 edge,Samsung Galaxy S7 edge Malaysia,Samsung Galaxy S7 edge u mobile,Samsung Gear VR,smartphone,U Mobile Postpaid","Android,Mobile Devices,Mobile OS,Players on the Field,Samsung,U Mobile",2016-03-16,"U Mobile will also be offering the  , creating a four-way competition among our Malaysian telcos. There won’t be any pre-orders and U Mobile will start selling the device beginning 18 March 2016. If you’re among the first 100 customers to sign up, you’ll also get a Gear VR headset worth RM459. For existing customers, U Mobile is also giving an additional free 1-year coverage of U Care Plus 8. This is basically a device protection plan which will cover damages up to RM1,000. The Galaxy S7 edge is priced officially at RM3,099 and U Mobile has yet to reveal their contract plans for the device. We reckon it could be tied with their Ultimate Device Plans   for the Galaxy Note5. For those who prefer to get it outright, Samsung is having nationwide roadshows beginning 18 March with   to be given away. For more information on the Galaxy S7 edge in Malaysia, you can refer to our posts below:",7
Alexander Wong,Digi lets you enjoy 8GB of data for only RM10,http://www.soyacincau.com/2016/03/18/digi-lets-you-enjoy-8gb-of-data-for-only-rm10/,"DiGi,DiGi 8GB top up,Digi data top up,Digi new postpaid,DiGi Postpaid,MyDigi app,Postpaid","DiGi,Players on the Field",2016-03-18,"Our Malaysian telcos are throwing more data for less these days. The latest move was from U Mobile where they are   for RM70/month with unlimited calls. Not to be left behind, Digi is now offering 8GB of data for only RM10. That’s only RM1.25 per GB for all your intensive data needs. The 8GB top up promo comes as a weekly data plan and you can add this on Digi’s   of RM78/month and above. To subscribe, you can do so on the MyDigi app or on the Digi website. Alternatively you can dial *200*2# on your smartphone. Note that it is available from now until 17 April 2016 and applicable only on Digi Postpaid 98, 148 and 238, for either more calls & SMS and more internet options. Since it is a weekly pack, you can top up this option several times in a month.",7
Rory Lee,Battle of the edges — S6 edge vs S7 edge vs S6 edge+,http://www.soyacincau.com/2016/03/17/samsung-galaxy-s6-edge-vs-galaxy-s6-edge-plus-vs-galaxy-s7-edge-malaysia-comparison/,,,2016-03-17,"Dual-edge displays are a magnificent thing to behold. They look utterly unique and gives everyday smartphone tasks a little pizzaz. It’s hard to put into words what the experience is like, it’s really something you should see for yourself. Sure, you could head to a   store to play with one of the demo units, but from my experience, you fully appreciate the experience only once you start using it as your daily driver. If you’re keen, the only thing left to ask is: Which edge do you get? To date, Samsung has churned out four edge devices — the single edge  , the  , the   and the  . While the Note Edge did get the ball rolling, it didn’t have a dual-edge display and its edge functionality is slightly different from the dual-edge displays we know of today. It’s more of a one-of-a-kind smartphone. If we’re looking at dual-edge smartphones. the choice would then fall to the remaining three — the S6 edge, S6 edge+ and S7 edge — all of which are enticing choices. Logic would dictate that the latest S7 edge is the easy choice, being the latest and most powerful of the trio, but, people might take issue with the 5.5-inch panel on the S7 edge. They might, for instance, prefer the larger 5.7-inch S6 edge+ or even the smaller 5.1-inch S6 edge. But what are the trade-offs? On paper, the S7 edge definitely wins out here as it sports Samsung’s newest top-of-the-line octa-core chip in the Exynos 8890. Paired with 4GB of RAM and Android 6.0 Marshmallow and this device will zip through and remain snappy regardless of what you’re doing with the device. However, it’s not to say the other two are sluggish — Samsung’s 2015 flagships still pack a punch. Throughout our usage of both the S6 edge and S6 edge+, we didn’t encounter any problems with lag or stuttering going through daily tasks. It’s still a powerful device by today’s standards and will likely keep going strong for quite some time. Likely the biggest difference you’d notice is the heat under stress. The S6 edge and S6 edge+ gets noticeably hotter than the S7 edge though not to the extent where it gets uncomfortable. Here’s where the S7 edge nudges ahead of the other two devices too. It’s simply got a better camera, despite the drop in megapixels, as that 12MP Dual Pixel camera is one of the best smartphone snappers in the market right now.",6
Rory Lee,The Samsung Galaxy S7 edge arrives in Malaysia,http://www.soyacincau.com/2016/03/17/samsung-galaxy-s7-edge-malaysia-launch/,"2016 flagship,best smartphone 2016,Malaysia,Samsung,Samsung Galaxy S7 edge launch,Samsung Galaxy S7 edge Malaysia,Samsung Galaxy S7 edge malaysia launch,samsung malaysia,smartphone,Smasung Galaxy S7 edge","Android,Mobile Devices,Mobile OS,Samsung",2016-03-17,"You’ve seen the pictures. You’ve seen the reviews. You’ve seen the camera comparisons. You’ve even seen the drop tests. And if you’ve coveted this device since its launch in February, now is your chance to get your hands on the brand new  . Not only have Samsung Malaysia brought in the South Korean electronics giant’s newest flagship handset, they’ve brought along a familiar face as well. South Korean actor and entertainer Lee Kwang Soo posted a   recently about how he lost his smartphone and was seeking the help of locals to find it. Obviously, the missing device is none other than the Galaxy S7 edge, and that has brought the actor all the way to our shores in an attempt to locate the elusive smartphone. Our friend Najib, over at The Skop, had a   to help Lee find his device, but it seems more drastic measures were required. If you haven’t lost your device and want to get your hands on a brand new Galaxy S7 edge, here’s a quick recap. The 5.5-inch device sports a beautiful Quad HD Super AMOLED dual-edge panel on the front with an Exynos 8890 octa-core processor mated with 4GB of RAM keeping everything running smoothly on the inside. For storage, the device comes with 32GB of internal storage but you have the option to expand that via a microSD card slot that occupies the second SIM slot on the hybrid dual SIM tray. It’s also water and dust resistant up to IP68 which should give you peace of mind but perhaps the most magnificent thing about the smartphone is its camera. On the front, you’ll find Samsung’s usual 5MP snapper, only this time with a faster and brighter f/1.7 aperture lens, but around back is where the magic happens. Mounted nearly flush to the back of the smartphone’s glass back is Samsung’s brand new 12-megapixel Dual Pixel camera with the same fast f/1.7 aperture lens that is easily one of the best smartphone cameras right now. With the new Dual Pixel technology and the fast lens, the Galaxy S7 edge promises up to 95% brighter photos as well as an uber fast focusing speed. Inside, a 3,600 mAh battery gives the device juice allowing you to make full use of the Galaxy S7 edge’s new gaming enhanced features in the Game Launcher and Game Tools options. The Galaxy S7 edge will be available in all authorised Samsung retailers from 18 March onwards and will set you back at RM3,099. The smartphone will come in three colours — Black Onyx, Silver Titanium and Gold Platinum. The first 2,o00 customers to pick up the Galaxy S7 edge will receive a free Gear VR. If you’d like to find out more about the device, be sure to check out the following links: As well as our hands-on and first impressions video:",6
Rory Lee,Cookie Monster is the unlikely star in Apple’s latest ad for the iPhone 6s,http://www.soyacincau.com/2016/03/17/cookie-monster-is-the-unlikely-star-in-apples-latest-ad-for-the-iphone-6s/,"apple,Apple Ad,Apple Advertisement,Apple iPhone,apple iphone 6s,apple iphone 6s plus,Cookie Monster,iOS,Sesame Street,smartphone","Apple,iOS,Mobile Devices,Mobile OS",2016-03-17,"is many things. One of the world’s most valuable companies, the pioneer of the smartphone as we know and love today, as well as a company who dares to try some truly interesting things with their devices (removing the CD drive on computers, and potentially the   on the next iPhone). Now, I’ve been called many things in the past, “Apple basher” being one of them, and much of that is because I don’t agree with many of the things the Cupertino company does. But, there has always been one thing I like that Apple gets so right — their ads. Debuting their latest piece showcasing the “Hey Siri” hands-free functionality on the iPhone 6s, Apple enlisted the help of Sesame Street’s favourite cookie-loving monster. It probably isn’t the best representation of Siri’s accuracy considering how it often struggles with strong accents (no offence Cookie, but you’ve got a pretty strong accent too), but it does leave you with a warm feeling and a smile on your face. I don’t know about you, but it’s ads that evoke this feeling that I remember best. Now I’m not one to buy something because I saw what it could do in an ad, but I know there are many who do that. Ads are really powerful and more and more companies are realising that the best ads aren’t really ads at all — they represent something special or human. Apple does this by adding a touch of humour and wit. It’s subtle and smart, and that makes all the difference. It humanises the ad. Nobody gets it right the first time, not even Apple. Just look at their old ads for the older iPhones. What they mostly did was boast about the features and it wasn’t until the iPhone 6/6 Plus commercial about Health that I started to see them get it right. They’ve almost perfected this aspect of ad-making and it’s truly awesome to see. It’s almost magical how Apple can take some of the most mundane and gimmicky smartphone features, build an ad around them, and make the audience feel like they   have it on their smartphone right now. I can tell you that the next iPhone will have killer specifications and some kick-ass features, but in all honesty, the thing I’m looking forward to the most are its ads. Not the launch one because that will probably be pompous if the   is going to be a trend, but the ones that come after. The ones like this 3D Touch ad that I absolutely love.",7
Alexander Wong,"U Mobile offers the Galaxy S7 edge from RM1,799",http://www.soyacincau.com/2016/03/18/u-mobile-offers-the-galaxy-s7-edge-from-rm1799/,"Android,Samsung,Samsung Galaxy S7,Samsung Galaxy S7 edge,Samsung Galaxy S7 edge contract,Samsung Galaxy S7 edge Malaysia,Samsung Galaxy S7 edge price malaysia,Samsung Galaxy S7 edge u mobile,Samsung Gear VR,smartphone,U Mobile Postpaid,ultimate device plan","Android,Mobile Devices,Mobile OS,Players on the Field,Samsung,U Mobile",2016-03-18,"The   goes on sale in Malaysia today and U Mobile will be offering the dual-edge flagship on contract. Priced at RM3,099 outright, the Galaxy S7 edge can be yours from RM1,799 with its Ultimate Device Plan bundle.  There are 3 contract options available and the bundled price for the Galaxy S7 edge are as follow: During sign up, there’s no upfront payment if you pay for the device by credit card and opt-in for their auto debit billing facility. 0% Easy Payment Plan for the device is also available if you are a credit card holder of CIMB, Maybank, HSBC, RHB, Ambank, Standard Chartered, Citibank and Hong Leong Bank. For U Mobile, you are free to leave the contract at any time without penalty but you would need to pay for the balance of the device’s RRP.   In terms of plan offering, the Ultimate Device Plan doesn’t seem to pack as much value as their current competitive  . Their Ultimate Device 135 Plan at RM135/month comes with 6GB of data, 130 minutes of free calls and 65 free SMS each time. This 24 months contract lets you pick up the S7 edge for RM1,799.  If you opt for the P70 Hero Postpaid (RM135-RM70=RM65 savings each month), that comes up to RM1,560 saved across 24 months, and you’ll get unlimited calls and more data. So probably it is more worthwhile to get the S7 edge outright (RM3,099) as the amount you save from monthly subscription can “subsidise” the device down to RM1,539, which is cheaper than RM1,799 on Ultimate Device 135 plan. Furthermore, U Mobile is offering   for the next 3.5 months on Hero Postpaid which is hard to beat.",7
Rory Lee,Samsung Gear S2 by de Grisogono has some serious bling,http://www.soyacincau.com/2016/03/17/samsung-gear-s2-by-de-grisogono-has-some-serious-bling/,"De GRISOGONO,Samsung,Samsung Gear S2,Samsung Gear S2 by de GRISOGONO","Android,Mobile Accessories,Mobile Devices,Mobile OS,Samsung,Smart Watch",2016-03-17,"Not long after Samsung   the   Platinum and Rose Gold editions — two, more premium versions of the Gear S2 Classic — they have announced that they will be teaming up with well-known jeweler and watchmaker de Grisogono, to introduce a limited edition Gear S2. According to Samsung, the new watch will feature an overhauled and more premium design language with de Grisogono’s signature galuchat design on its strap. Adorning the smartwatch’s case is over a hundred black and white diamonds giving the wearable a distinct classy look. The 41mm case itself is made up of black DLC-coated stainless steel set with 71 black diamonds while the rotating bezel features 56 white diamonds set in rose gold. Users will still be able to turn the bezel freely, though, it just feels better now. On paper, the smartwatch sports the same specs with a 1.2-inch circular Super AMOLED screen (360×360 pixels) which has a pixel density of 302ppi. On the inside, the smartwatch has 512MB of RAM and 4GB of internal storage. The device is WiFi capable (with support for 802.11 b/g/n, has NFC and is also Bluetooth 4.1 compatible. Other features include an accelerometer, gyroscope, heart rate sensor, ambient light sensor and barometer. It charges its 250 mAh battery wirelessly and a single charge will give about 2-3 days of typical usage. There isn’t any specific information on pricing and availability beyond it being available in summer through both Samsung and de Grisogono retail channels. This smartwatch will make its official debut at Baselworld 2016, a prestigious show for the world’s watch and jewelry industry, taking place on March 17th-24th in Messe Basel, Switzerland.",9
Rory Lee,Samsung Pay and Gear 360 coming in 2016,http://www.soyacincau.com/2016/03/17/samsung-pay-and-gear-360-coming-in-2016/,"Galaxy S7 edge,Gear 360 Malaysia,KLCC,Lee Kwang Soo,Samsung,Samsung Gear 360,samsung malaysia,Samsung Pay,Samsung Pay Malaysia,Suria KLCC","Android,Mobile Accessories,Mobile OS,Samsung",2016-03-17,"Suria KLCC was alive with the sound of roaring fans as   officially   the   locally, though, we suspect more fans were roaring because of South Korean superstar Lee Kwang Soo, the phone got some hype too I’m sure. Besides the phone launch, Samsung also revealed that two big things would hit our shores later this year —   and the  . Starting with Samsung Pay, the South Korean electronics giant   at their SEA Forum that the mobile payment service would be coming to Southeast Asian regions later in the year, but there was no indication of when exactly. Today, Samsung Head of Mobile and IT division Lee Jui Siang confirmed at the local launch of the Galaxy S7 edge that Samsung Pay was due to arrive in Malaysia in Q4 of 2016. It will be interesting to see how well this gets integrated into our payment services as well as what banks will be supported, but based on their ads, the payment service should work just about anywhere you can swipe your card which should mean a relatively easy implementation process. On to the Gear 360, Samsung has announced that the little 360-degree camera would be making its way to Malaysia later in Q2 of 2016. We got to   the cute little golf ball camera back in   and were quite impressed with it. The little device takes full 360-degree video with the help of two 195-degree lenses mounted on the front and back of the device. The fields of view overlap so that there will be fewer problems during stitching. It comes with its own tripod but can be mounted on basically any standard tripod head. As if to tease us, Samsung also brought a Gear 360 to the launch of the event and discreetly mounted it in the middle of the venue on a tall tripod. The less keen of those might have missed it in the chaos of screaming fans.",2
