title,url,author,comments,categories,date,contents
MIMOS concept vehicle set to enter Red Dot Awards,,Anthony Lim,"P'nang : So what’s so special and innovative about this design that is developed in four days, that warrants it a Red Dot award?,mao : Remove the perodua logo and it will be awesome design,hailthepurist : ohh no..,jc : almost got shocked when i misread and thought it won reddot design award :D,PeterGriffin : enter only…ok ok..calmed down,SAB Goblin 380 : Ugly. There, I said it.,fanofthisite : This is Fugly, please don’t enter red dot awards!","Concept Cars,Local News",2016-02-01,"Something along different lines – MIMOS, the national R&D centre in information and communications technology under the purview of the Malaysian Ministry of Science, Technology and Innovation (MOSTI), has revealed renderings of a concept vehicle, which it says is set to be entered as a submission to the Red Dot Design Award this year.The industrial design department at MIMOS says that the design – of a two-door crossover-style hatch – will be further developed before it is submitted to Red Dot. The innovation concept vehicle was developed during a four-day training course held by MIMOS. The training course was for automotive designers, centered around 3D design development, and was organised by Adestech, the supplier of Autodesk AliasStudio. The automotive field isn’t the only thing MIMOS ID does, of course – it offers industrial design training related to any industrial design fields, from conceptual sketches to production.What do you think of the MIMOS ID concept vehicle? Fancy it bagging a prize at this year’s Red Dot Award?"
Steel plant explosion halts Toyota Japan production,,Mohan K Ramanujam,"john : The all new toyota. Previously with exploding airbags, now with exploding steel.","Cars,International News,Toyota",2016-02-01,"Toyota Motor Corporation today issued a press statement that it will be stopping production at its Japan domestic plants from February 8 to 13 due to an explosion at a facility belonging to Aichi Steel Corporation on January 8.A Toyota spokesman said in a  report that it had enough inventory to keep the Toyota plants running till February 8, and that all overtime and weekend shifts had been cancelled. In a separate statement, Aichi Steel said the explosion at its Chita plant in central Japan had halted the production of special steel parts and it planned to resume operations on March 8.This unplanned shutdown may have an impact on Toyota’s Japan production plan of 4.13 million vehicles this year, of which approximately 46% are exported. Toyota had no comment about which vehicles would be affected out of the 14,000 units a day it produces in Japan.Toyota’s planned 2016 production is 10.2 million vehicles world-wide, from last year’s figure of . This makes Toyota the world’s largest carmaker, beating Volkswagen."
"“AES to save, not punish,” claims Transport Minister",,Chris Aaron,"Tipu Tipu Malaysia : How to save? Pls tell us about the 2 crony companies. Just Sdn Bhd but each can earn a potential of RM10 BILLION each clean profit just by profit sharing with PDRM per annum.,Car Got Saman. Moto No Saman : Even Bursa listed companies cannot earn clean profit that much in a year,t2357s : Also ls tell us why the company charge the Government RM1 million per camera? Are they using Naza Telescope?,kazanixm : Everyday hundreds of motorbike beat the red traffic light. The polis officer manning the light just smile at the motorbikes beating the lights.,theanswer : But these motorbikes never get saman. Even AES also never give them saman. Is this fair?,Painter : They beat the lights, they cause risk of major accidents too but the polis and the AES and AGC all got no telur (balls) to saman these motorbikes.,isuzuki : If you saman cars, you must be fair and saman the motorbikes. After all, if they beat the light, a major accident involving many cars can happen.,carazy : I hope the AG, AGC and PDRM Trafik all can grow some telur and be brave to saman the motorbikes. Don’t have double standards lah PDRM.,rakyat : Aaahhh chhoo!!!!!!!!!!,Andrekua : Been sneezing all day. Now I see why. Sorry, I am allergic to BS.,choong hui ken : The minister should give much more ‘intelligent’ responses such as ‘AES is more like a reminder on the speed limit in the area’…,SAM : *sigh* Ministers these days….,ioma : Also, just so you guys information, superbike had also get summon from the AES camera. ,john : Can`t really outrun them unless on a very high speed (300++kmh, if not mistakenly, Mythbuster on Discovery Channel already done several test to outrun the speed cam),man : then..give proper warning/sign. highlight the camera properly (unlike the one in slim river or putrajaya).,ben yap : I’ve been calling for the authorities to change the mode of punishment, from fine to engagement in the form of counseling to suspension of license and mental health evaluation for repeat offenders. ,Sharon : This may cause administrative nightmare but will surely be proven to be more natural in dealing with human behavior.,Donwan BR1M : I say save… save who ?,Donwan BR1M : Hello Pak Menteri, pls put AES at the sharp corners where usually motorist tent to test their “skill” such as in Karak-Bentong stretch, or at Genting Highland road, or at any dangerous road that prove it is a prone to accident. And do not put AES at the long strait road where normally you tend to put it, for a profit. If you really care for the rakyat, not ur pocket.,Kayu Tiga : if really want to save, just implement the demerit point system will do. no $$ involve.","Cars,Local News",2016-02-01,"Transport Minister, Datuk Seri Liow Tiong Lai announced that the Transport Ministry has received overwhelming response following its  leading up to the widened enforcement of .Having welcomed suggestions from the public , Liow claimed that there has been a lot of positive input from road users. Several have put in recommendations for new AES locations, others general improvement plans for the system.According to , Liow also reminded the public that it has up to March 31 (2016) to submit ideas to the ministry to help it improve the two law enforcement systems.Saying that the implementation of the AES and Kejara systems were not plainly to punish drivers, Liow stands firm on the  being there to save them. According to a recent study by the Road Transport Department’s (JPJ), nine out of 10 motorists said that they would comply with traffic laws if cameras were in place.“Some 90% of the road users will comply with the speed limits on stretches with traffic cameras, compared to just 60% on roads without the monitoring system. It will be very effective in reducing accident and death rates if the ,” said Liow.The minister revealed that in 2015 alone, 6,706 road users were killed in a total of 489,606 recorded road accidents. The figures show a rising trend when compared to 2014’s toll of 6,674 killed in 476,196 accidents.Worryingly, this amounts to an average of 18 deaths per day in 2015 and a road accident for every minute of the day. “We want to make roads safer for all but enforcement and punishment alone cannot effectively achieve this. It is self-discipline that helps to save lives,” Liow continued.Do you believe that the widened enforcement of the AES and Kejara systems will help to reduce the death rate on Malaysian roads? Tell us what you think in the comments below."
Perodua Axia goes drifting in Ultra Racing video,,Gerard Lye,"Kenneth : Safety should always come first!,resh : yup true , safety is first .,Ng Zhi Lin : 
after installing these ultra racing bars . i do find my car is more firm and improved my handling .,dodgeviper88 : First vios.. now axia.. what message are the UMW folks trying to convey to the public?,Aero : What a good safety video on how to drive safely on public roads. Oh wait……..,ben yap : This is not a safety related product… more like a performance enhancement.,Zapruder : A bunch of metal bars won’t make a milo tin any safer. It may improve structural rigidity and handling, but by interfering with the original manufacturer’s design, it could in fact make the car even more unsafe. Those metal bars could penetrate into the passenger compartment in the event of a crash. Unless if these accessories have been approved by Perodua or the Toyota Group, owners should install at their their own risk.,john is otak batu : However, a metal roll-cage is proven to improve safety in any car. As it is internally fitted, it acts as a strong, last line of defence for the occupants. You can retrofit a roll-cage to any car, even old cars from the 60s and 70s without worry. It is widely done in rallying today.,plainbullshit : Ultra Racing is promoting people to powerslide on public roads? Just because late for CNY dinner, driver gets reckless.,jc : Our menteri already advise us, leave early next time.,Jemput naik : stupid ad with the wrong message.,DK : Banyak la axia yang akan berguling2 kat jalan raya nanti.. Nak ppower slide punya pasal. Hahah,Axxx : Poisoning youger generations,Consumer : Drift in this car?,nabill : 
Not a chance unless it is rally certified by FIA standards.,TeslaOwner : is not a drift for god sake, more like handbrake slide…,4G63T DSM : syukurlah negara masih aman dan damai (walaupun jalanraya xselamat),fendie : Ultra Racing management…please go back to primary school school yah. All of you are clearly uneducated.,kanasai : Hahaha…taufu make drift??? Told u already, P2 project is sending ppl to coffin","Cars,Local News,Perodua,Videos",2016-02-01,"Ultra Racing, Malaysia’s home-grown manufacturer in chassis handling components, has recently released this video on its official Facebook page. The video, titled “The Power of Perodua Axia by Ultra Racing,” is aimed at promoting its complete “vehicle safety bar” package for the Perodua Axia, where you get to see the compact car being driven quite vigorously.The video starts out with a young man being reminded by his mother to come back for dinner. With a quick glance at his wristwatch, the man gets into his Axia and makes the quick dash to get to dinner on time, presumably. What comes next is a series of drifts, reverse flicks and handbrake turns (with a glimpse of the professional driver’s footwork) to exhibit Ultra Racing’s products in action. In the end, our protagonist successfully makes it to dinner with his mother, followed by the message, “no matter how busy you are, think about your love one,” followed by product close-ups and a safety disclaimer.Now, we’re not sure if you should be driving in such a manner regardless of situation. As our authorities have always mentioned, “.” We’re guessing the video is meant to illustrate extreme situations where Ultra Racing products can be beneficial to the driver to help him maintain control of the vehicle. What do you think?"
VIDEO: Tesla Model S Autopilot features put to test,,Chris Aaron,"john : syukurlah kerajaan BN. BN sudah sewa a few units to test. Only RM1 million each. Sure can sell well in msia,Leafable : Wouldn’t work here. Thats no road marking on the tarmac here.","Cars,International News,Technology,Tesla Motors,Videos",2016-02-01,"Tesla has released a new video called “Revolutionise Your Commute,” which shows off the brand’s latest Autopilot features for the . As part of its latest , the brand’s new Autopilot feature has four driving modes – Autosteer, Auto Lane Change, Auto Emergency Steering and Side Collision Warning, and Autopark.In this clip, you’ll get to see all four modes in action, including the new “Summon” command which was recently added with the version 7.1 update. Summon is a function that allows drivers to start up the vehicle from their mobile phones, and have it automatically drive out of a garage or to your doorstep to greet you.The video starts off the a driver using the Summon function, then gets in his car and engages the Autopilot system. With a Traffic-Aware Cruise Control and Auto Lane Change, the  shows off its ability to maintain a centred position in a lane, then autonomously switches lanes at the flick of a stalk.“It is probably better than humans at this point in highway driving. It is certainly better than a human at staying in the centre of lane,” claimed Tesla boss Elon Musk, at the launch of its latest software update.“The release of Tesla Version 7.1 software is the next step toward developing fully autonomous driving capabilities and delivering them through over-the-air software updates, keeping our customers at the forefront of driving technology in the years ahead,” said Tesla press materials.The video also shows the Model S perform another one of its latest tricks – a parallel parking manoeuvre. Having a located an available parking spot, all the driver needs to do is hit the “P” button on the centre control screen, and the magic happens."
First Acura/Honda NSX #001 auctioned off for RM5 mil,,Danny Tan,Curi Curi Malaysia : Rm5 million is cheap. Najib already sapu Rm2.6 billion. He can buy about 500 of these cars easily,"Acura,Cars,Honda,International News",2016-02-01,"When  (Acura NSX in the States) was revealed in December, some were surprised by the MRSP of US$156,000 (RM649,700), topping out at US$205,700 (RM856,203) fully loaded with options such as carbon ceramic brakes, CF roof and carbon interior package. The sticker price makes  one of the most expensive sports cars in its class, compared to the US$120k , US$140k  and US$151k . Around US$240k (RM1 million) will buy you a  or  there. Now, the first production NSX with the VIN #001 has managed to sell for US$1.2 million (RM5 million)!The price was reached at an auction organized by Barrett-Jackson and proceeds will be channeled to the Pediatric Brain Tumor Foundation and Camp Southern Ground, so it’s not a “waste of money” as some would doubtlessly claim. Who knows, it might turn out to be a good investment someday.The winning bid was from NASCAR team owner Rick Hendrick, who has a history of donating while collecting. Hendrick’s track record includes the first  ($1 million), first 2014 Corvette ($1.1 million), first  ($250,000), and the last  at $700,000. NSX #001 is his biggest catch yet. Just like with the NSX, money from previous sales went to various charities.The Ohio-made NSX’s Sport Hybrid Power Unit is led by a mid-mounted 3.5 litre DOHC twin-turbo V6 driving the rear wheels. Output figures are 500 hp at 7,500 rpm and 550 Nm of torque from 2,000-6,000 rpm. There’s also a rear Direct Drive Motor that offers 47 hp and 148 Nm, and a front-mounted Twin Motor Unit with 72 hp (36 hp at each wheel) and 146 Nm. Combined, the system offers 573 hp and 645 Nm.Other highlights include a nine-speed dual-clutch gearbox, Honda’s Sport Hybrid Super Handling All-Wheel-Drive (SH-AWD) system and active magnetorheological dampers. Our in-house sports and supercar specialist Anthony Lim has had a go at the NSX, and you can read his test notes ."
Proton’s new torque converter CVT not from Punch,,Jonathan Lee,"So far off : So does this mean the new Persona and Saga will still use Punch transmissions?,Drive : Disappointed, was looking forward to it. I’ll wait for late 2017/2018 before I buy Proton I guess.,vs : Proton should consider develop their own power train so not depend on others in the future.,Crack : Ala no need to produce new engine or gearbox because many of them cant even a new proton car lol they can only afford a 20 century proton lol,Pewdiepie : The gear knob plastics supplier also should be changed. Looks ugly.,Absolute Rider : Good to know that it isn’t Punch for this time. Proton really got to step up and make their cars less problematic. It’s all about reliability and the safety of one’s life.,Jonn Dol : Proton must have a 3 door or 5 door hot hatch model in 2018 and should on their table by now since 1.5L TGDI ready by that time.,Teringin : Launch it in the first quarter of 2018. Cheers….,CSR : Please, do not delay the engines release date.,ioma : “Nevertheless, he commended Punch Powertrains for being a good partner over the years, and he says the company could revert to Punch transmissions once they are ready”.,Jajaja : Why just revert to Punch tranny? Open up Invitation To Bid la. Invite the others – Jatco, Aisin, Getrag, Borgwarner (the last two might not be so interested in CVTs)..,DK : Why not use ZF? Barulah rasa BMW,john : Going to Jatco could be a really good move, as Nissan’s CVT is one of the best in the business. And as we all know, Proton’s Achilles heel nowadays is their absolutely hateful CVT gearbox.,M Night ShyMalam : What about the floor mat? Who is supplying? If they are using silk as the floor mat, they can shut up and take my money.,Henry : 1.5 TGDi 180HP 260NM wuhuuuuuuu,Ken : 
Enuff to smoke 2.5 cc car. Can even tailgating toyota 86 wuhuuuuu,Absolute Rider : I wonder if that Punch Engineer trolling local forums telling off proton owners saying the problem is not their CVT but their driving habits,  still has a job?,sparcov : syukur lah","Cars,Local News,Malaysian Makes,Proton",2016-02-01,"Proton’s chief technical officer Abdul Rashid Musa has confirmed to  that the national carmaker’s new torque converter CVT – to be matched to the company’s , replacing the current start-up clutch units – will not be supplied by Punch Powertrains, but by another transmission maker.Rashid said that although the Belgian-based company is , it won’t be ready in time to be mated to the new engines, so Proton had to look elsewhere. “We discussed with them, I told them to bring [the transmission’s development] forward from their schedule, but they said they couldn’t,” he said. “That’s why we need to go to somebody else. They have their own plans, I have to respect that, but unfortunately their timing is a bit different from ours.”Nevertheless, he commended Punch Powertrains for being a good partner over the years, and he says the company could revert to Punch transmissions once they are ready.Although Rashid declined to name the supplier of the new transmissions, rumours suggest that they may come from Jatco – the Nissan-owned CVT expert erected its own booth at the , so the signs are definitely pointing in that direction."
KTM Komuter service from Padang Besar and Gemas get 50% discount – valid throughout February 2016,,Gerard Lye,,"Local News,Public Transport",2016-02-01,"Keretapi Tanah Melayu (KTM) has announced that it will be offering a 50% discount on fares for its KTM Komuter service from Padang Besar and Gemas stations. The discount is applicable starting from February 1 to February 29, 2016.In a statement released by KTM, it stated, “the 50% discount is applicable for the first train trip from Padang Besar to Butterworth at 5.45am. While the first train from Gemas to Seremban/KL Sentral is at 5.05am.” It added that the promotion is for a one-way and two-way train ride from the two stations.Last year,. On October 10, trains began plying the Gemas-Padang Besar, Gemas-Butterworth and Butterworth-Padang Besar routes, with fares costing RM102 for the Gemas-Padang Besar service, while the Gemas-Butterworth route is priced at RM83."
title,url,author,comments,categories,date,contents
AD: Great deals for demonstrator BMW vehicles at Wearnes Autohaus Auto Fair this February,,Harvinder Sidhu,,"Advertorial,Sales & Promotions",2016-02-02,"Great deals are available at Wearnes Autohaus Segambut (KL) and Tebrau (JB). Demonstrator BMW vehicles can be yours with monthly instalments from as low as RM1,988 per month*! Now that is as good as it gets, basically. The offer stands until February 29, 2016.As always, BMW Credit Financing plans will be available, with various financing solutions to fit your needs. All new BMW models now come with a five-year, unlimited mileage warranty with free scheduled service (in accordance with the on board Condition Based Service system), along with a two-year unlimited mileage warranty* for all factory fitted and replacement of any BMW Approved Star-marked tyres. On top of this, test drive your preferred BMW model at Wearnes Autohaus, and you can draw a lucky  to stand a chance to win a share of more than RM1.2 million in cash vouchers to purchase a new 2016 BMW vehicle of your choice!For more info, feel free to contact Wearnes Autohaus or visit their . Alternatively, you can also check out their  for all the latest updates, or just swing by the showrooms below."
Ford GT ownership includes tough selection process,,Gerard Lye,"calcutta : damn!no wonder my submission fail,PeterGriffin : 250 Ford GT in the world, 250 Ford GTs,,Black Dog : 
One bought by Sultan Brunei, 249 Ford GT left in the world,","Cars,Ford,International News",2016-02-02,"At last year’s North American International Auto Show in Detroit, the Blue Oval surprised everyone when it revealed the . The highly-anticipated model is set to go on sale this year, but the process of owning one isn’t just about how large your bank account is, as potential owners will have to go through a rigorous selection procedure for the 250 GTs that will be available at the end of 2016.In a report by , the process to Ford GT ownership starts with online applications, which are expected to go live later this month. “There’s a loyal following to the car,” Raj Nair, Ford’s product chief, said in an interview. “We want to prioritise people who are going to care about the car, keep the car and drive the car,” he added.Questions in the application form include how many Ford vehicles the applicant has previously owned, how active they are on social media and how often they plan to drive it. “It will try to understand what your relationship with Ford is,” Nair said.Successful applicants will be required to sign a legal document, whereby they formally agree that they will not sell the vehicle for a certain amount of time to help prevent buyers from flipping them quickly for a quick buck (ala property). That should scare way buyers who simply want to turn a quick profit on the supercar. This selection process mirrors the LaFerrari buyer selection method. The Italian automaker similarly requires die-hard Ferrari owners to submit their names to a list. Corporate bigwigs in Maranello will then decide upon the potential candidates from the list, before they are then granted permission to purchase a LaFerrari. Rumour has it that you’ll need to own at least five Ferraris (in good condition) to even be considered.It’s easy to see why the Ford GT is attracting this much attention. Beyond its contemporary styling, the American supercar packs the most powerful EcoBoost motor ever produced – a 3.5 litre EcoBoost V6 delivering over 600 hp. The GT’s return also marks the 50th anniversary of Ford’s first Le Mans win, where coincidentally, a  will make its debut in said race this year."
VIDEO: 2017 Honda Ridgeline makes the sheep sing,,Danny Tan,Poynong : Pondan truck.,"Cars,Honda,International News,Videos",2016-02-02,"Super Bowl 50 is happening this weekend, but aside from the big game between the Denver Broncos and Carolina Panthers, there will be  as brands jostle for attention. Here’s a cute one from Honda promoting its  truck.The 60 second ad, dubbed “A New Truck to Love,” highlights the Ridgeline’s unique in-bed audio system which utilises six exciters inside the bed walls in place of conventional speakers, with up to 540 watts of power. The outdoor audio system gives a bunch of sheep singing lessons, and they do pretty well with Queen’s “Somebody to Love.”Honda says that the ad will be shown in the third quarter and that it studied the movement of sheep’s mouths to determine how their facial muscles might react while singing. What? “Great Super Bowl spots are entertaining for the fans while communicating an essential value of the product, and we believe our Honda Ridgeline commercial accomplishes both objectives in dramatic fashion,” said Honda senior VP Jeff Conrad. Audio system aside, the new Ridgeline’s has a lockable In-Bed Trunk and a dual-action tailgate that can swing downwards or sideways, all unique in its class. , the mid-size truck is powered by a 3.5 litre i-VTEC V6 mated to a six-speed auto, available in both FWD and AWD. Best-in-class acceleration and fuel efficiency are claimed. Full details on the ."
RM27.8 mil spent on improving road safety last year,,Anthony Lim,"FIST : Please also have regulations on those LED advertisement boards. Some are too bright especially those along the Federal Highway. I had to use the sunshade at 6.15 am!,mr_em : just to show how much this Govt value the lives of its citizens…. RM27.8million is peanuts….,Ron Nard : 
they can waste billions on white elephants or even make it  disappear into a blackhole….,what2 : If they really give a damn about our safety in this country, Make minimum of 6 airbags and Vehicle Stability Control MANDATORY on all new vehicles. just because we are a third world country, safety is a luxury? start educating malaysians on modern day safety technology such as collision prevention systems, lane keeping assist and everything else!,gt4 : wow imagen if we use 2.6 billion,ben yap : Please put all the expenses, cost and locations in your website so we all can appreciate it!,Sorchai : RM27.8 mil spent on improving road safety last year but….,hahaha : 
RM2.6 billion is given to mr Jibby!","Cars,Local News",2016-02-02,"The government said that it spent RM27.8 million on improving road safety last year, the amount being used to carried out rehabilitative work in 60 accident prone locations on main roads and highways. According to Works Minister Datuk Seri Fadillah Yusof, this was part of the government’s efforts to boost the level of road safety in the country,  reports.“The government and I personally are very concerned and sad at mishap cases, especially those involving deaths and causing grief to the victims’ families,” he said, adding that while better roads were important, so was the attitude of road users. He said that it was not worthwhile to have first class highways and roads but have motorists who did not adhere to the regulations.Fadillah also said that the ministry had issued a stop work order at major highways for 14 days, beginning from February 1, saying the measure was taken to ease congestions on the highways due to construction and maintenance works. “However, critical work is exempted (from the stop work order),” he explained.He added that the ban on heavy vehicles on major roads and highways for four days this month, on February 6-7 and February 13-14, will be enforced by the Road Transport Department (JPJ)."
2016 Honda Civic – Indonesia to get new 1.5 turbo?,,Chris Aaron,"Janji najix tak ditunaikan,penipu Rakyat! : Malaysia to get 1.5l turbo too. I believe this generation Civic will gonna use this engine world wide","Cars,Honda,International News",2016-02-02,"A report from Indonesia suggests that our neighbours could soon get their  served . A source from within Honda Indonesia confirmed the news to  at a recent event in Bali.According to the Indonesian publication, Jonfis Fandy, director of marketing and after sales for Honda Indonesia confirmed that the Civic and its 1.5 litre turbo engine is currently being tested in the country. The new 10th-gen Civic is expected to be launched in Indonesia some time this year, turbo engine in tow.As available in the US, the 1.5 litre turbocharged engine delivers 174 hp at 5,500 rpm and 220 Nm from 1,800 to 5,000 rpm. A 2.0 litre, naturally-aspirated, four-cylinder engine is also available, offering 158 hp and 187 Nm of torque. Both mills are paired with an updated CVT automatic transmission.The new Civic has also been , and we expect Honda Malaysia to launch the model this year as well. However, news of Indonesia getting the 1.5 turbo engine does contradict about the improbability of it being offered in Asian markets – somewhat opening the doors for us too.“Depending on the market and region, but particularly in Asia and other emerging markets, we will continue offering our naturally-aspirated line-up, which tends to be less costly. In South East Asia, we will supply our current lineup of naturally-aspirated engines,” claimed Ohtsu, in our previous report of him Could the doors still be open for a 10th-gen Honda Civic 1.5 turbo in Malaysia? Fingers crossed, then."
"Saab name, logo cannot be revived by NEVS – report",,Chris Aaron,,"Cars,International News,Saab",2016-02-02,"Sorry folks, but the “Saab” name will not be making a comeback to the automotive industry. Yes, the popular car company was bought over by National Electric Vehicle Sweden (NEVS), but a report by  has reaffirmed that the .While NEVS may have acquired the auto company and its facilities in 2012, Saab AB, the aerospace company that owns the brand, said that it will not allow its name or logo to be used on future NEVS models.“We have revoked their right to use the brand name, and there is no longer a discussion about NEVS using it,” said Saab AB spokesperson, Sebastian Carlsson. , Saab AB blocked NEVS from using the Saab name several years ago, along with its griffin badge. Confusion arose when NEVS released pictures of its future 9-3 electric vehicle which featured the Saab name and a modified Saab logo. NEVS will reportedly NEVS has recently penned two deals with Chinese companies – one with China Volant Industry Co. (Volinco) worth USD$1 billion and another with China’s Panda New Energy, worth USD$12 billion. The funds NEVS will raise here will aid its"
JPJ to clamp down on cloned vehicles this CNY 2016,,Chris Aaron,"XXX : All these government bodies should clamp down themselves first. All these prostitution centre around still surviving, why? Answer is simple: Corruption. Even the head of the police is corrupted, monthly “allowances” from these red house operators. You happy, bapak ayam happy, happy ending.,t2357s : If you ask me, you can help reduce road fatalities by letting Malaysian afford vehicles with better safety features and also help poor Malaysian on motorbikes afford basic cars with good safety features. All these quick fixes are meaningless if the root cause is not fixed.,FIST : Why is Malaysia not doing that? Oh yeah, we need the money to pay off the donation and controversies…,Proton achieving 13% TIV in 2016 : There are bigger issues than clone cars.,Kbc : Kita semua tau ni semua orang dalaman punya kerja,  sekarang nak suruh tangkap orang jahat pulak… ,Lori NPR : lawaklah JpJ ni…  macam suruh perompak tangkap pencuri ni.,Ongtk : First,why need to announce?","Cars,Local News",2016-02-02,"The Road Transport Department (JPJ) has announced that it will be conducting  (TBC) to further clamp down on cloned cars in Johor. According to , the state has seen its fair share of , having seized nearly 100 vehicles since last year and 22 units just last month.“The department will be conducting  (TBC) to curb car cloning cases that has become a trend not only in the city but also in the districts such as Kluang, Muar, Pontian, Tenang, Sri Gading and others,” said Mohd Rusdi Mohd Darus, a director of Johor JPJ.Rusdi continued to say that Ops TBC would be examining vehicle chassis numbers and registration plates. “Owners who fail to provide legal information about the vehicles will be sent to the JPJ office for further investigation,” he said.Operations will last until February 16, and those found guilty may be fined up to RM12,000 under Section 108 of the Road Transport Act 1987 for making a false report and Section 7 for driving a non registered vehicle.Concerned over new statistics for 2015 that suggest up 60% of accidents involved motorcycles and another 1% being express busses, the JPJ director also revealed that Ops TBC would be paying closer attention to the road-worthiness of these vehicles, too.“During Ops TBC, we will be checking express buses and motorcycles to ascertain if their brakes and tyres are roadworthy,” he said, highlighting that express busses would be examined at the Larkin and Bentayan Bus Terminal, as well as Machap and Pagoh rest areas.Additionally, JPJ will also be carrying out  from  on the road. Some 100 JPJ officers will be going undercover on express busses and more, nationwide, to catch law-breaking motorists on the spot."
SPYSHOTS: Maserati Levante – interior finally revealed,,Chris Aaron,,"Cars,International News,Maserati,Spyshots",2016-02-02,"Spied before  and once again , here is another early look at the coming  – the Italian car maker’s first shot at producing an SUV. To give you a bit of a recap, the Levante will face-off against the likes of the  and the popular .While the car seen here is still a heavily disguised mule, it is very likely hiding a dedicated SUV body – one that is far closer to being production-ready than we’ve seen before. Previous spyshots were of the mule wearing a Ghibli’s body, albeit with much higher ground clearance, thanks to an adapted chassis from the Quattroporte and Ghibli sedans.Here, the front grille with its trident emblem is seen peeking through the camo up front, while bits of the front apron and large air intakes are also visible. Sleek headlights can be seen, and if you look closely, underbody skid plates are visible just under the front bumper of the car.The rear of this prototype is properly disguised, revealing just its quad exhaust tips and Gran Turismo-inspired tail lights. Needless to say, the Levante also has a healthy amount of ground clearance. Apart from the headlamps, Maserati’s renders of its Kubang SUV concept looks to be carried over very well here.More importantly, this is also the first time the Levante’s interior has been seen. Naturally, there are a lot of test instruments in the vehicle, but this is as clear a view as it gets for now. The steering looks like it’s a carbon copy of what’s available in the Ghibli and Quattroporte, in three-spoke fashion, with column-mounted shift paddles.The dashboard gets an integrated display screen, just like we’ve seen on the Levante’s sedan siblings too. While the layout of the centre console remains familiar, there’s a new rotary dial on the centre console – one we reckon would be for the infotainment system.Previously, it was reported that the Levante would offer a similar range of engines available to its sedan siblings, including a petrol 3.0 litre turbo V6 that would offer 350 hp and 425 hp, and a 3.8 litre turbo V8 powerhouse good for 560 hp. Three diesel versions of the Levante have been tipped, each potentially offering 250 hp, 275 hp and 340 hp tunes.The Italian SUV is expected to make its global debut in a matter of a months now, at the coming Geneva Motor Show in March 2016. The car will begin its production much later in Turin, Italy, after which, a hotter Levante GTS has been rumoured to become available in Europe too."
